sample_id,taxon,saliva_relative_abundance,stool_relative_abundance,fused_raw_abundance,model_abundance
S1664,Prevotella,0.1039022561,0.0001853908,0.0615390294,0.3851220000
S1664,Streptococcus,0.3210593644,0.0000862783,0.1665167674,0.6002292778
S1664,Lactobacillus,0.0000794119,0.0000026105,0.0000419478,0.3971678333
S1665,Fusobacterium,0.0469096516,0.0019615478,0.0319269503,0.6527345556
S1665,Porphyromonas,0.0464446361,0.0005324211,0.0316342442,0.4757587778
S1665,Prevotella,0.1822904285,0.0008635856,0.1081865067,0.6182270000
S1665,Streptococcus,0.1903121387,0.0007628420,0.0990476625,0.3640779444
S1665,Lactobacillus,0.0000111413,0.0000010763,0.0000062315,0.1402597222
S1666,Fusobacterium,0.0469178746,0.0000084886,0.0312814126,0.6424000000
S1666,Porphyromonas,0.1054887236,0.0000182918,0.0714660036,0.6999202500
S1666,Prevotella,0.1414646721,0.0002597621,0.0837894271,0.5109626389
S1666,Streptococcus,0.2497429542,0.0243363436,0.1412138454,0.5152000000
S1666,Lactobacillus,0.0000546319,0.0003490976,0.0001982737,0.7291337222
S1667,Fusobacterium,0.0420167425,0.0006686860,0.0282340570,0.5890890556
S1667,Porphyromonas,0.0482062138,0.0001416288,0.0327015090,0.4858573889
S1667,Prevotella,0.1487913274,0.0002360779,0.0881138311,0.5284000000
S1667,Streptococcus,0.2562875960,0.0111408679,0.1382539862,0.5039000000
S1667,Lactobacillus,0.0000758841,0.0000343639,0.0000556304,0.4582000000
S1668,Fusobacterium,0.0456835484,0.0000687579,0.0304786182,0.6314382222
S1668,Porphyromonas,0.0531623338,0.0000558144,0.0360311985,0.5101531111
S1668,Prevotella,0.1524698936,0.0485666816,0.1100305535,0.6242307778
S1668,Streptococcus,0.0759957245,0.0105961899,0.0445070597,0.0863773056
S1668,Lactobacillus,0.0000004678,0.0000159601,0.0000080250,0.1619396667
S1669,Fusobacterium,0.0211322165,0.0002147582,0.0141597304,0.2302502778
S1669,Porphyromonas,0.0020998247,0.0000767512,0.0014472203,0.0040888056
S1669,Prevotella,0.3383221908,0.0000418289,0.2001513388,0.9424344167
S1669,Streptococcus,0.1006415888,0.0010218785,0.0526765431,0.1466869444
S1669,Lactobacillus,0.0000551981,0.0000014459,0.0000289775,0.3269995000
S1670,Fusobacterium,0.0232097995,0.0000077285,0.0154757758,0.2792545000
S1670,Porphyromonas,0.1245004556,0.0000052126,0.0843406998,0.7608650000
S1670,Prevotella,0.0566684023,0.0008522785,0.0338702673,0.2153933333
S1670,Streptococcus,0.3811327226,0.3089415175,0.3463739942,0.9558083333
S1670,Lactobacillus,0.0000261951,0.0018969060,0.0009387370,0.9018111667
S1671,Fusobacterium,0.0646870454,0.0000043570,0.0431261492,0.8334401111
S1671,Porphyromonas,0.0917015788,0.0000135995,0.0621248113,0.6568541111
S1671,Prevotella,0.1840049395,0.0013852879,0.1094138142,0.6216000000
S1671,Streptococcus,0.1945953320,0.0015231646,0.1016346588,0.3758521667
S1671,Lactobacillus,0.0000139453,0.0000988418,0.0000553582,0.4563000000
S1672,Fusobacterium,0.0687594271,0.0000053125,0.0458413889,0.8746077500
S1672,Porphyromonas,0.0619918943,0.0000316105,0.0420047060,0.5475921111
S1672,Prevotella,0.1872938707,0.0000621342,0.1108189361,0.6278299722
S1672,Streptococcus,0.1741279282,0.0006296382,0.0905917145,0.3325000000
S1672,Lactobacillus,0.0000572415,0.0000163892,0.0000373136,0.3776181667
S1673,Fusobacterium,0.0342329688,0.0002056391,0.0228905256,0.4685630278
S1673,Porphyromonas,0.0555558112,0.0001192982,0.0376730651,0.5197511667
S1673,Prevotella,0.1067819092,0.0036950369,0.0646760036,0.4078409444
S1673,Streptococcus,0.3170748149,0.0042071146,0.1664348110,0.5997880833
S1673,Lactobacillus,0.0000143117,0.0000482766,0.0000308799,0.3390648611
S1674,Fusobacterium,0.0324037891,0.0000030387,0.0216035390,0.4368000000
S1674,Porphyromonas,0.0332682274,0.0000077097,0.0225390281,0.4133065833
S1674,Prevotella,0.1751537709,0.0000059824,0.1036145334,0.5978350000
S1674,Streptococcus,0.3033930225,0.0011225454,0.1578553854,0.5707352500
S1674,Lactobacillus,0.0007255161,0.0002386662,0.0004880283,0.8295294444
S1675,Fusobacterium,0.0415595231,0.0006445110,0.0279211857,0.5844355833
S1675,Porphyromonas,0.0349808181,0.0002298443,0.0237708265,0.4203000000
S1675,Prevotella,0.1619670971,0.0013759441,0.0963735275,0.5678000000
S1675,Streptococcus,0.2592503268,0.0103668024,0.1394175188,0.5086486944
S1675,Lactobacillus,0.0000274758,0.0000237485,0.0000256576,0.3003402778
S1676,Fusobacterium,0.0212367116,0.0003179311,0.0142637848,0.2348692500
S1676,Porphyromonas,0.0036064751,0.0005251697,0.0026125056,0.1257812500
S1676,Prevotella,0.1632870958,0.0008043156,0.0969208898,0.5704000000
S1676,Streptococcus,0.3204318702,0.0002313450,0.1662612470,0.5993294444
S1676,Lactobacillus,0.0001688974,0.0000188274,0.0000956925,0.5912303333
S1677,Fusobacterium,0.0195511343,0.0000080147,0.0130367611,0.1811715556
S1677,Porphyromonas,0.0223740981,0.0000045065,0.0151581008,0.3564407500
S1677,Prevotella,0.1131867819,0.0015844938,0.0676027487,0.4260000000
S1677,Streptococcus,0.3696165071,0.0164470206,0.1995719395,0.6963140556
S1677,Lactobacillus,0.0000243053,0.0007212976,0.0003643016,0.8030094444
S1678,Fusobacterium,0.0723440883,0.0000058893,0.0482313553,0.9094263889
S1678,Porphyromonas,0.1625788402,0.0000065304,0.1101361596,0.8587150000
S1678,Prevotella,0.0924146252,0.0026675794,0.0557573811,0.3469983333
S1678,Streptococcus,0.1541999653,0.0059346883,0.0828129800,0.3025608333
S1678,Lactobacillus,0.0000013394,0.0000145366,0.0000077771,0.1592000000
S1679,Fusobacterium,0.0313634597,0.0000139083,0.0209136093,0.4185395000
S1679,Porphyromonas,0.0101567039,0.0000870208,0.0069084190,0.2492680833
S1679,Prevotella,0.3291114996,0.0003820338,0.1948417178,0.9112322778
S1679,Streptococcus,0.2029582177,0.0002036456,0.1053356460,0.3905000000
S1679,Lactobacillus,0.0000404204,0.0000099450,0.0000255544,0.2989703889
S1680,Fusobacterium,0.0364221825,0.0000025230,0.0242822960,0.4976742500
S1680,Porphyromonas,0.1054206541,0.0000073065,0.0714163485,0.6996203333
S1680,Prevotella,0.1362179401,0.0001017853,0.0806212008,0.4975549722
S1680,Streptococcus,0.2681679710,0.0359789381,0.1563732515,0.5636000000
S1680,Lactobacillus,0.0000510115,0.0003273540,0.0001858128,0.7169893056
S1681,Fusobacterium,0.0801584023,0.0000470845,0.0534546297,0.9800173333
S1681,Porphyromonas,0.0995183684,0.0000511481,0.0674321683,0.6809927778
S1681,Prevotella,0.1542225423,0.0037915313,0.0927788900,0.5533318333
S1681,Streptococcus,0.1960032635,0.0092665493,0.1060929937,0.3924727500
S1681,Lactobacillus,0.0000168367,0.0001687079,0.0000909202,0.5761343056
S1682,Fusobacterium,0.0333556428,0.0007060543,0.0224724466,0.4566292222
S1682,Porphyromonas,0.0916949222,0.0003417624,0.0622261609,0.6573000000
S1682,Prevotella,0.0687445897,0.0549376827,0.0631051488,0.3988721111
S1682,Streptococcus,0.3396082333,0.0523143441,0.2012815459,0.7008000000
S1682,Lactobacillus,0.0000062866,0.0001800664,0.0000910572,0.5763371111
S1683,Fusobacterium,0.0438613074,0.0000028344,0.0292418164,0.6046839444
S1683,Porphyromonas,0.1504327479,0.0000078314,0.1019085813,0.8202215833
S1683,Prevotella,0.1037894790,0.0003454646,0.0615376985,0.3849000000
S1683,Streptococcus,0.2590511841,0.0094635887,0.1388793789,0.5068455556
S1683,Lactobacillus,0.0000233254,0.0002297971,0.0001240433,0.6392000000
S1684,Fusobacterium,0.0406324577,0.0003614744,0.0272087966,0.5698473611
S1684,Porphyromonas,0.0826191795,0.0001149123,0.0560048998,0.6301317222
S1684,Prevotella,0.1493517803,0.0220378296,0.0973503075,0.5717803889
S1684,Streptococcus,0.2126214434,0.0223667946,0.1210173532,0.4451623889
S1684,Lactobacillus,0.0000051003,0.0001096538,0.0000561020,0.4591956111
S1685,Fusobacterium,0.0264611097,0.0000123516,0.0176448570,0.3283620000
S1685,Porphyromonas,0.0218754670,0.0000434928,0.0148328947,0.3507000000
S1685,Prevotella,0.1531581196,0.0000070703,0.0906034657,0.5423460000
S1685,Streptococcus,0.3173983423,0.0008542739,0.1649882353,0.5970300556
S1685,Lactobacillus,0.0004387678,0.0000295069,0.0002391283,0.7569568889
S1686,Fusobacterium,0.0326653064,0.0001904038,0.0218403389,0.4424335000
S1686,Porphyromonas,0.0717885364,0.0000760819,0.0486554866,0.5920385278
S1686,Prevotella,0.0800857470,0.0011172109,0.0478309928,0.3021446667
S1686,Streptococcus,0.3270318927,0.0118299471,0.1752679930,0.6288964444
S1686,Lactobacillus,0.0000307028,0.0001169228,0.0000727613,0.5292803333
S1687,Fusobacterium,0.0511910303,0.0000204533,0.0341341713,0.6871578889
S1687,Porphyromonas,0.0661251326,0.0000364664,0.0448062080,0.5654430833
S1687,Prevotella,0.1418278029,0.0003550579,0.0840431606,0.5114620833
S1687,Streptococcus,0.2630729967,0.0020886069,0.1374138460,0.5012516667
S1687,Lactobacillus,0.0000315577,0.0000387332,0.0000350579,0.3661054167
S1688,Fusobacterium,0.0492531723,0.0009560926,0.0331541457,0.6703315278
S1688,Porphyromonas,0.0867261740,0.0002810856,0.0588406616,0.6451292222
S1688,Prevotella,0.1178389008,0.0172150840,0.0767390320,0.4745591111
S1688,Streptococcus,0.2774463777,0.0610866324,0.1732731670,0.6215000000
S1688,Lactobacillus,0.0000164729,0.0002261069,0.0001187334,0.6302363889
S1689,Fusobacterium,0.0130305659,0.0001188897,0.0087266738,0.0000000000
S1689,Porphyromonas,0.0768992469,0.0001165549,0.0521306366,0.6089353611
S1689,Prevotella,0.0060060074,0.0027324565,0.0046689232,0.0708832778
S1689,Streptococcus,0.3873011880,0.2623508290,0.3271399040,0.9185048889
S1689,Lactobacillus,0.0000203478,0.0007248930,0.0003640284,0.8013520000
S1690,Fusobacterium,0.0201255505,0.0000366770,0.0134292593,0.1980677778
S1690,Porphyromonas,0.0211793277,0.0000517878,0.0143639922,0.3478000000
S1690,Prevotella,0.0840834582,0.0002757625,0.0498521459,0.3118948056
S1690,Streptococcus,0.3771332630,0.0033195523,0.1971488837,0.6876600000
S1690,Lactobacillus,0.0000646354,0.0000766605,0.0000705013,0.5211411111
S1691,Fusobacterium,0.0562174898,0.0000165077,0.0374838291,0.7462208611
S1691,Porphyromonas,0.0442717200,0.0000685379,0.0300126290,0.4632605833
S1691,Prevotella,0.1580523576,0.0067507499,0.0962531094,0.5668000000
S1691,Streptococcus,0.2984039185,0.0019131080,0.1556490838,0.5614370556
S1691,Lactobacillus,0.0000141904,0.0000655040,0.0000392214,0.3861155556
S1692,Fusobacterium,0.0549874279,0.0000107899,0.0366618819,0.7332902222
S1692,Porphyromonas,0.0415388927,0.0000831609,0.0281660760,0.4497000000
S1692,Prevotella,0.2844788798,0.0007068161,0.1685719805,0.8187730278
S1692,Streptococcus,0.1294752470,0.0001053771,0.0671860504,0.2317727778
S1692,Lactobacillus,0.0000035048,0.0000005520,0.0000020644,0.0561946667
S1693,Fusobacterium,0.0201319963,0.0000793980,0.0134477969,0.1981000000
S1693,Porphyromonas,0.0122018737,0.0002792204,0.0083558565,0.2782735000
S1693,Prevotella,0.0496034285,0.0000148429,0.0293489358,0.1939794444
S1693,Streptococcus,0.4228675624,0.0025180725,0.2204770672,0.7458261667
S1693,Lactobacillus,0.0013482337,0.0001007343,0.0007396974,0.8734150833
S1694,Fusobacterium,0.0265607167,0.0000245687,0.0177153340,0.3307000000
S1694,Porphyromonas,0.0030808386,0.0000297285,0.0020966095,0.0895706667
S1694,Prevotella,0.3239238085,0.0000064368,0.1916195300,0.8959027500
S1694,Streptococcus,0.1052092167,0.0004677543,0.0547781422,0.1648967222
S1694,Lactobacillus,0.0001081936,0.0000015893,0.0000561915,0.4598953889
S1695,Fusobacterium,0.0208678485,0.0000036690,0.0139131220,0.2200544444
S1695,Porphyromonas,0.0076280470,0.0000113776,0.0051710569,0.2083686667
S1695,Prevotella,0.4419719019,0.0000710632,0.2614771932,1.0000000000
S1695,Streptococcus,0.1031716623,0.0002170114,0.0536009045,0.1562575000
S1695,Lactobacillus,0.0000289163,0.0000107804,0.0000200695,0.2616000000
S1696,Fusobacterium,0.0403791415,0.0000363388,0.0269315406,0.5632000000
S1696,Porphyromonas,0.0548972475,0.0000663779,0.0372098702,0.5180549167
S1696,Prevotella,0.2359183550,0.0023944202,0.1405353394,0.7396000000
S1696,Streptococcus,0.1657308217,0.0041249729,0.0879205982,0.3225845278
S1696,Lactobacillus,0.0000020430,0.0000032539,0.0000026337,0.0819000000
S1697,Fusobacterium,0.0633542569,0.0000202252,0.0422429130,0.8202000000
S1697,Porphyromonas,0.1253058331,0.0000196777,0.0848909443,0.7629383333
S1697,Prevotella,0.1562102763,0.0007518811,0.0927131853,0.5530440278
S1697,Streptococcus,0.1785845935,0.0074583526,0.0961904775,0.3519404167
S1697,Lactobacillus,0.0000109963,0.0000553396,0.0000326272,0.3522154167
S1698,Fusobacterium,0.0353410849,0.0000028408,0.0235616702,0.4826000000
S1698,Porphyromonas,0.0250196457,0.0000184627,0.0169547479,0.3707773611
S1698,Prevotella,0.1980726136,0.0000254204,0.1171800981,0.6549513889
S1698,Streptococcus,0.2418567219,0.0001825019,0.1254950604,0.4622000000
S1698,Lactobacillus,0.0000381370,0.0000028477,0.0000209227,0.2675502222
S1699,Fusobacterium,0.0268285193,0.0000573887,0.0179048091,0.3351601667
S1699,Porphyromonas,0.0134320750,0.0001593820,0.0091505612,0.2952408889
S1699,Prevotella,0.1056358704,0.0002243986,0.0625804805,0.3951727222
S1699,Streptococcus,0.3547943843,0.0003819927,0.1841513809,0.6533198333
S1699,Lactobacillus,0.0001209129,0.0000232850,0.0000732895,0.5311000000
S1700,Fusobacterium,0.0278292249,0.0003744276,0.0186776258,0.3614000000
S1700,Porphyromonas,0.1342462793,0.0001356724,0.0909847932,0.7836155000
S1700,Prevotella,0.0439927551,0.0020251731,0.0268510666,0.1881859167
S1700,Streptococcus,0.3040624240,0.1058675058,0.2086352412,0.7221222778
S1700,Lactobacillus,0.0000096032,0.0000701228,0.0000391249,0.3857000000
S1701,Fusobacterium,0.0436436639,0.0000282708,0.0291051995,0.6005423889
S1701,Porphyromonas,0.1049867066,0.0000106947,0.0711234769,0.6987409444
S1701,Prevotella,0.1354146725,0.0038197088,0.0816646169,0.5004083889
S1701,Streptococcus,0.2300872656,0.0347605370,0.1360410629,0.4967514167
S1701,Lactobacillus,0.0000038116,0.0001066881,0.0000539953,0.4508978333
S1702,Fusobacterium,0.0681421856,0.0000535374,0.0454459696,0.8675327778
S1702,Porphyromonas,0.0927279955,0.0000517798,0.0628324420,0.6597000000
S1702,Prevotella,0.1695558610,0.0238437362,0.1100396410,0.6243000000
S1702,Streptococcus,0.1418418086,0.0144833467,0.0805210677,0.2906756111
S1702,Lactobacillus,0.0000029686,0.0001012946,0.0000509325,0.4382006667
S1703,Fusobacterium,0.0419953049,0.0000285724,0.0280063941,0.5864449722
S1703,Porphyromonas,0.0738195743,0.0000272275,0.0500155915,0.5998000000
S1703,Prevotella,0.1927168964,0.0004783386,0.1141969221,0.6456554444
S1703,Streptococcus,0.2268002668,0.0287468549,0.1314412166,0.4809000000
S1703,Lactobacillus,0.0000497900,0.0003189663,0.0001810955,0.7117551667
S1704,Fusobacterium,0.0452377393,0.0001972451,0.0302242412,0.6247390556
S1704,Porphyromonas,0.1783474991,0.0000822930,0.1208425939,0.8947000000
S1704,Prevotella,0.0852502713,0.0018510096,0.0511857841,0.3176677222
S1704,Streptococcus,0.2120366196,0.0368400319,0.1276827070,0.4694573889
S1704,Lactobacillus,0.0000049815,0.0000242770,0.0000143940,0.2198000000
S1705,Fusobacterium,0.0758194598,0.0004518391,0.0506969196,0.9491035556
S1705,Porphyromonas,0.0669224782,0.0000913056,0.0453640355,0.5689000000
S1705,Prevotella,0.1920219303,0.0001007917,0.1136316061,0.6423967778
S1705,Streptococcus,0.1464969150,0.0013050492,0.0765897204,0.2773469444
S1705,Lactobacillus,0.0000960936,0.0000186130,0.0000582982,0.4713793333
S1706,Fusobacterium,0.0372996744,0.0000042607,0.0248678699,0.5085691667
S1706,Porphyromonas,0.1506684956,0.0000098679,0.1020689383,0.8223141667
S1706,Prevotella,0.0696461363,0.0002180980,0.0412882052,0.2625702500
S1706,Streptococcus,0.2880448781,0.0684801992,0.1823285512,0.6476206667
S1706,Lactobacillus,0.0000156314,0.0001213298,0.0000671916,0.5051000000
S1707,Fusobacterium,0.0541186840,0.0011223461,0.0364532380,0.7283463333
S1707,Porphyromonas,0.0373127955,0.0005835974,0.0254646671,0.4323964167
S1707,Prevotella,0.1897615634,0.0009098543,0.1126249498,0.6363287778
S1707,Streptococcus,0.2144038335,0.0002914559,0.1113126887,0.4128465278
S1707,Lactobacillus,0.0000274843,0.0000025612,0.0000153267,0.2255816667
S1708,Fusobacterium,0.0323960725,0.0001274813,0.0216398755,0.4378673611
S1708,Porphyromonas,0.0861669904,0.0000654889,0.0583923125,0.6420295833
S1708,Prevotella,0.0978351222,0.0050972588,0.0599562766,0.3749508333
S1708,Streptococcus,0.3056994705,0.0458080876,0.1805665824,0.6448214722
S1708,Lactobacillus,0.0000066038,0.0000872749,0.0000459556,0.4155000000
S1709,Fusobacterium,0.0511787213,0.0018442923,0.0347339116,0.6985000000
S1709,Porphyromonas,0.1438403434,0.0004149683,0.0975740934,0.8100164444
S1709,Prevotella,0.0835319242,0.0617052582,0.0746168071,0.4631056944
S1709,Streptococcus,0.1982627422,0.0506872936,0.1272078966,0.4681576389
S1709,Lactobacillus,0.0000050031,0.0001446794,0.0000731379,0.5307994444
S1710,Fusobacterium,0.0469863015,0.0015042562,0.0318256197,0.6519695556
S1710,Porphyromonas,0.0375339988,0.0004067263,0.0255574593,0.4329960833
S1710,Prevotella,0.1302736291,0.0593148362,0.1012904602,0.5907733333
S1710,Streptococcus,0.2620708113,0.0820986661,0.1754175562,0.6294000000
S1710,Lactobacillus,0.0000058114,0.0000575574,0.0000310533,0.3400941667
S1711,Fusobacterium,0.0441522365,0.0001061058,0.0294701929,0.6102412778
S1711,Porphyromonas,0.0991567111,0.0001188137,0.0672090023,0.6802467778
S1711,Prevotella,0.1225515816,0.0015747294,0.0731385011,0.4556250000
S1711,Streptococcus,0.2642462939,0.0084574488,0.1410887018,0.5151000000
S1711,Lactobacillus,0.0000138153,0.0000339460,0.0000236351,0.2872165833
S1712,Fusobacterium,0.0466454183,0.0000176338,0.0311028235,0.6403000000
S1712,Porphyromonas,0.0420870027,0.0000655915,0.0285317088,0.4521735000
S1712,Prevotella,0.2082336866,0.0011785965,0.1236618893,0.6827000000
S1712,Streptococcus,0.2685498853,0.0009863882,0.1397230164,0.5098450833
S1712,Lactobacillus,0.0000469065,0.0000921915,0.0000689967,0.5126259167
S1713,Fusobacterium,0.0246740474,0.0000711298,0.0164730749,0.3016677222
S1713,Porphyromonas,0.0047246898,0.0000151113,0.0032054709,0.1451905556
S1713,Prevotella,0.2572850480,0.0000231611,0.1522062491,0.7707106111
S1713,Streptococcus,0.1363187988,0.0053266165,0.0732484888,0.2636422778
S1713,Lactobacillus,0.0000659248,0.0000075677,0.0000374579,0.3778771667
S1714,Fusobacterium,0.0375737564,0.0000093383,0.0250522837,0.5146000000
S1714,Porphyromonas,0.1110607381,0.0000284046,0.0752438563,0.7155000000
S1714,Prevotella,0.0359673742,0.0002732751,0.0213880943,0.1724920556
S1714,Streptococcus,0.3785767905,0.0416268869,0.2163416517,0.7370095556
S1714,Lactobacillus,0.0001445894,0.0016210512,0.0008648147,0.8909281944
S1715,Fusobacterium,0.0403401278,0.0004960832,0.0270587796,0.5665959444
S1715,Porphyromonas,0.1078438803,0.0001118485,0.0730916120,0.7026395000
S1715,Prevotella,0.1239020568,0.0011427828,0.0737609449,0.4581238333
S1715,Streptococcus,0.2281301701,0.0184119386,0.1271547253,0.4680577500
S1715,Lactobacillus,0.0000146266,0.0000345699,0.0000243550,0.2922430556
S1716,Fusobacterium,0.0785456154,0.0000189590,0.0523700632,0.9683105556
S1716,Porphyromonas,0.1247528209,0.0000148023,0.0845147504,0.7615129167
S1716,Prevotella,0.0996784142,0.0013317634,0.0595086555,0.3720518889
S1716,Streptococcus,0.1517353417,0.0026700401,0.0799631594,0.2882642500
S1716,Lactobacillus,0.0000029673,0.0000088257,0.0000058251,0.1370000000
S1717,Fusobacterium,0.0717291119,0.0000216096,0.0478266111,0.9041283333
S1717,Porphyromonas,0.1761408792,0.0000463205,0.1193361828,0.8875582222
S1717,Prevotella,0.0802855237,0.0029945747,0.0487159812,0.3053857778
S1717,Streptococcus,0.1935151102,0.0041070785,0.1023186505,0.3782754722
S1717,Lactobacillus,0.0000045914,0.0000248668,0.0000144818,0.2218301111
S1718,Fusobacterium,0.0475870252,0.0000053631,0.0317264711,0.6501702778
S1718,Porphyromonas,0.0413694245,0.0000344412,0.0280355589,0.4494000000
S1718,Prevotella,0.2920807122,0.0010787374,0.1732207507,0.8340118333
S1718,Streptococcus,0.1294794004,0.0003002789,0.0672820456,0.2328862222
S1718,Lactobacillus,0.0000020478,0.0000011964,0.0000016325,0.0298851111
S1719,Fusobacterium,0.0529666736,0.0031162455,0.0363498643,0.7273466667
S1719,Porphyromonas,0.0200959125,0.0001685791,0.0136677405,0.3438375833
S1719,Prevotella,0.2350309725,0.0002184698,0.1391216404,0.7355151389
S1719,Streptococcus,0.1913206276,0.0031270137,0.1007088876,0.3716766944
S1719,Lactobacillus,0.0002406699,0.0000367537,0.0001411986,0.6667691667
S1720,Fusobacterium,0.0343490041,0.0005230864,0.0230736982,0.4723247222
S1720,Porphyromonas,0.0563171086,0.0001194239,0.0381888232,0.5224506389
S1720,Prevotella,0.1234451877,0.0037378715,0.0745506501,0.4624671667
S1720,Streptococcus,0.3004083376,0.0647349113,0.1869359472,0.6586565000
S1720,Lactobacillus,0.0000183160,0.0001272676,0.0000714631,0.5244813889
S1721,Fusobacterium,0.0532982619,0.0000086905,0.0355350714,0.7149015556
S1721,Porphyromonas,0.2255146918,0.0000141712,0.1527725884,0.9910190000
S1721,Prevotella,0.0690290290,0.0268108628,0.0517849893,0.3206834167
S1721,Streptococcus,0.2056794878,0.0116789604,0.1122718265,0.4164686111
S1721,Lactobacillus,0.0000008701,0.0000612268,0.0000303124,0.3366608889
S1722,Fusobacterium,0.0441073165,0.0004239880,0.0295462070,0.6111410000
S1722,Porphyromonas,0.0446029606,0.0003682860,0.0303337107,0.4681000000
S1722,Prevotella,0.1091051213,0.1349476745,0.1196605303,0.6657000000
S1722,Streptococcus,0.3222476711,0.0011325991,0.1676367105,0.6030286111
S1722,Lactobacillus,0.0000056813,0.0000527233,0.0000286286,0.3215000000
S1723,Fusobacterium,0.0833138627,0.0003026808,0.0556434687,1.0000000000
S1723,Porphyromonas,0.1246077229,0.0002266799,0.0844848058,0.7614129444
S1723,Prevotella,0.0975201526,0.0055031258,0.0599357332,0.3748000000
S1723,Streptococcus,0.2186004781,0.0143518817,0.1202585613,0.4431000000
S1723,Lactobacillus,0.0000169199,0.0000830494,0.0000491782,0.4291000000
S1724,Fusobacterium,0.0858585378,0.0003121941,0.0573430899,1.0000000000
S1724,Porphyromonas,0.1537966737,0.0001247688,0.1042250914,0.8297065278
S1724,Prevotella,0.0660579891,0.0010775715,0.0395166918,0.2516000000
S1724,Streptococcus,0.1803838138,0.0076388754,0.0972103249,0.3555794444
S1724,Lactobacillus,0.0000791522,0.0003386777,0.0002057500,0.7360295556
S1725,Fusobacterium,0.0602022170,0.0000128937,0.0401391092,0.7874098056
S1725,Porphyromonas,0.1367718089,0.0000112427,0.0926554972,0.7914098056
S1725,Prevotella,0.1426477666,0.0003844816,0.0845402276,0.5132520278
S1725,Streptococcus,0.1886339404,0.0091476680,0.1022146241,0.3778044444
S1725,Lactobacillus,0.0000225203,0.0001531299,0.0000862323,0.5616000000
S1726,Fusobacterium,0.0318128254,0.0000009118,0.0212088542,0.4277000000
S1726,Porphyromonas,0.0309181214,0.0000050927,0.0209461767,0.4012540278
S1726,Prevotella,0.2240348698,0.0000694337,0.1325560297,0.7166351111
S1726,Streptococcus,0.2558398493,0.0029355957,0.1340711346,0.4888000000
S1726,Lactobacillus,0.0000357847,0.0000540551,0.0000446971,0.4103704167
S1727,Fusobacterium,0.0348134474,0.0000679365,0.0232316104,0.4741000000
S1727,Porphyromonas,0.0391995210,0.0000364478,0.0265662715,0.4400283889
S1727,Prevotella,0.2598948468,0.0001422401,0.1537987117,0.7739620000
S1727,Streptococcus,0.1898762939,0.0020220201,0.0994279399,0.3656777778
S1727,Lactobacillus,0.0000555704,0.0000336615,0.0000448832,0.4110540000
S1728,Fusobacterium,0.0476383583,0.0000738750,0.0317835306,0.6515349722
S1728,Porphyromonas,0.0934570255,0.0000983185,0.0633413135,0.6619261389
S1728,Prevotella,0.1264139930,0.0013429612,0.0753286420,0.4651819167
S1728,Streptococcus,0.2704325768,0.0060734756,0.1431485652,0.5215460556
S1728,Lactobacillus,0.0000218235,0.0000590332,0.0000399746,0.3883573333
S1729,Fusobacterium,0.0570229447,0.0000026684,0.0380161860,0.7542198333
S1729,Porphyromonas,0.1911149578,0.0000167639,0.1294703791,0.9118361667
S1729,Prevotella,0.0676336351,0.0010986325,0.0404573664,0.2556813333
S1729,Streptococcus,0.2198184832,0.0019424014,0.1149151845,0.4247329444
S1729,Lactobacillus,0.0000065493,0.0000364318,0.0000211261,0.2698000000
S1730,Fusobacterium,0.0455849311,0.0001200187,0.0304299603,0.6310766667
S1730,Porphyromonas,0.1004178348,0.0002177303,0.0680952205,0.6840000000
S1730,Prevotella,0.1366440329,0.0029715831,0.0820454266,0.5024077778
S1730,Streptococcus,0.2112847117,0.0011416417,0.1101047150,0.4077000000
S1730,Lactobacillus,0.0000025271,0.0000014285,0.0000019912,0.0528848333
S1731,Fusobacterium,0.0225338834,0.0001432328,0.0150703332,0.2674873889
S1731,Porphyromonas,0.0907994417,0.0000991725,0.0615412903,0.6551096667
S1731,Prevotella,0.0557598452,0.0006140409,0.0332355026,0.2109871667
S1731,Streptococcus,0.3721758716,0.1599742593,0.2700047249,0.8269000000
S1731,Lactobacillus,0.0000390293,0.0002083618,0.0001216305,0.6358000000
S1732,Fusobacterium,0.0236469365,0.0000002391,0.0157647040,0.2870855000
S1732,Porphyromonas,0.0126032638,0.0000027882,0.0085385942,0.2819591667
S1732,Prevotella,0.3170997834,0.0000081885,0.1875834981,0.8800067222
S1732,Streptococcus,0.1998461120,0.0000858808,0.1036652600,0.3827744722
S1732,Lactobacillus,0.0000582596,0.0000074806,0.0000334893,0.3586000000
S1733,Fusobacterium,0.0345461587,0.0001791539,0.0230904904,0.4724623333
S1733,Porphyromonas,0.0400589427,0.0002295348,0.0272107466,0.4450000000
S1733,Prevotella,0.1142553539,0.0001388560,0.0676443900,0.4261675833
S1733,Streptococcus,0.3181105892,0.0169824195,0.1731229519,0.6205501667
S1733,Lactobacillus,0.0001051197,0.0000324561,0.0000696740,0.5158908889
S1734,Fusobacterium,0.0349031658,0.0000334574,0.0232799296,0.4749851667
S1734,Porphyromonas,0.0651780347,0.0000096501,0.0441559752,0.5621000000
S1734,Prevotella,0.1474249464,0.0022334782,0.0881213890,0.5284489722
S1734,Streptococcus,0.2731998884,0.0687266029,0.1747497880,0.6265458333
S1734,Lactobacillus,0.0000101855,0.0002858285,0.0001446455,0.6712000000
S1735,Fusobacterium,0.0347248391,0.0000041562,0.0231512781,0.4727000000
