sample_id,bile_acids,scfa,tryptophan_metabolism
S1807,0.527,0.612,0.614
S1808,0.778,0.363,0.556
S1809,0.539,0.566,0.438
S1810,0.473,0.439,0.504
S1811,0.406,0.584,0.408
S1812,0.521,0.5,0.467
S1813,0.748,0.418,0.582
S1814,0.543,0.48,0.518
S1815,0.336,0.556,0.343
S1816,0.557,0.432,0.506
S1817,0.516,0.443,0.41
S1818,0.488,0.539,0.316
S1819,0.555,0.402,0.47
S1820,0.557,0.642,0.653
S1821,0.528,0.566,0.487
S1822,0.642,0.382,0.518
S1823,0.807,0.194,0.687
S1824,0.448,0.444,0.439
S1825,0.47,0.48,0.292
S1826,0.488,0.618,0.38
S1827,0.665,0.284,0.636
S1828,0.505,0.445,0.543
S1829,0.392,0.525,0.454
S1830,0.245,0.757,0.331
S1831,0.519,0.394,0.436
S1832,0.383,0.716,0.39
S1833,0.377,0.618,0.465
S1834,0.217,0.678,0.282
S1835,0.647,0.347,0.609
S1836,0.613,0.556,0.493
S1837,0.424,0.498,0.379
S1838,0.482,0.546,0.464
S1839,0.533,0.464,0.427
S1840,0.426,0.531,0.372
S1841,0.676,0.572,0.567
S1842,0.424,0.615,0.283
S1843,0.389,0.61,0.388
S1844,0.521,0.614,0.464
S1845,0.526,0.405,0.566
S1846,0.177,0.756,0.362
S1847,0.351,0.612,0.365
S1848,0.427,0.545,0.525
S1849,0.249,0.757,0.335
S1850,0.439,0.533,0.625
S1851,0.51,0.558,0.422
S1852,0.532,0.361,0.421
S1853,0.388,0.644,0.366
S1854,0.691,0.354,0.646
S1855,0.254,0.779,0.339
S1856,0.47,0.657,0.453
S1857,0.561,0.525,0.452
S1858,0.36,0.521,0.36
S1859,0.356,0.712,0.415
S1860,0.827,0.296,0.594
S1861,0.417,0.591,0.369
S1862,0.524,0.632,0.389
S1863,0.477,0.508,0.446
S1864,0.336,0.445,0.444
S1865,0.344,0.717,0.329
S1866,0.232,0.876,0.261
S1867,0.586,0.36,0.484
S1868,0.474,0.511,0.375
S1869,0.514,0.535,0.524
S1870,0.372,0.544,0.388
S1871,0.5,0.566,0.462
S1872,0.598,0.464,0.512
S1873,0.579,0.48,0.538
S1874,0.295,0.582,0.36
S1875,0.797,0.375,0.734
S1876,0.59,0.417,0.539
S1877,0.927,0.265,0.7
S1878,0.466,0.635,0.443
S1879,0.382,0.684,0.42
S1880,0.327,0.645,0.398
S1881,0.636,0.437,0.552
S1882,0.5,0.576,0.466
S1883,0.55,0.485,0.588
S1884,0.52,0.532,0.496
S1885,0.305,0.574,0.445
S1886,0.499,0.636,0.485
S1887,0.436,0.537,0.387
S1888,0.768,0.222,0.769
S1889,0.415,0.541,0.402
S1890,0.161,0.7,0.375
S1891,0.307,0.637,0.373
S1892,0.559,0.427,0.541
S1893,0.489,0.649,0.45
S1894,0.494,0.405,0.582
S1895,0.45,0.507,0.439
S1896,0.634,0.346,0.598
S1897,0.545,0.401,0.584
S1898,0.526,0.587,0.529
S1899,0.384,0.594,0.415
S1900,0.558,0.442,0.57
S1901,0.378,0.632,0.469
S1902,0.667,0.409,0.546
S1903,0.538,0.593,0.427
S1904,0.414,0.626,0.424
S1905,0.514,0.4,0.553
S1906,0.573,0.424,0.546
S1907,0.613,0.498,0.427
S1908,0.635,0.498,0.576
S1909,0.4,0.645,0.343
S1910,0.5,0.31,0.662
S1911,0.317,0.632,0.331
S1912,0.502,0.425,0.515
S1913,0.569,0.473,0.535
S1914,0.376,0.68,0.332
S1915,0.445,0.509,0.476
S1916,0.351,0.767,0.324
S1917,0.383,0.69,0.417
S1918,0.538,0.606,0.508
S1919,0.59,0.459,0.407
S1920,0.371,0.591,0.471
S1921,0.554,0.379,0.553
S1922,0.303,0.708,0.363
S1923,0.418,0.588,0.495
S1924,0.486,0.381,0.547
S1925,0.415,0.482,0.419
S1926,0.41,0.673,0.315
S1927,0.509,0.619,0.288
S1928,0.741,0.307,0.691
S1929,0.4,0.458,0.48
S1930,0.494,0.581,0.551
S1931,0.532,0.559,0.473
S1932,0.308,0.694,0.434
S1933,0.506,0.443,0.575
S1934,0.681,0.265,0.698
S1935,0.515,0.409,0.471
S1936,0.805,0.309,0.673
S1937,0.324,0.642,0.277
S1938,0.536,0.545,0.436
S1939,0.503,0.598,0.43
S1940,0.491,0.543,0.458
S1941,0.419,0.611,0.282
S1942,0.508,0.564,0.402
S1943,0.577,0.46,0.444
S1944,0.732,0.332,0.537
S1945,0.793,0.401,0.641
S1946,0.574,0.398,0.498
S1947,0.927,0.239,0.814
S1948,0.455,0.499,0.421
S1949,0.417,0.574,0.347
S1950,0.755,0.316,0.769
S1951,0.76,0.382,0.603
S1952,0.82,0.309,0.601
S1953,0.519,0.653,0.562
S1954,0.387,0.528,0.507
S1955,0.68,0.371,0.685
S1956,0.45,0.539,0.465
S1957,0.292,0.693,0.323
S1958,0.779,0.33,0.696
S1959,0.811,0.227,0.708
S1960,0.633,0.346,0.604
S1961,0.501,0.345,0.542
S1962,0.675,0.485,0.617
S1963,0.677,0.363,0.616
S1964,0.641,0.389,0.641
S1965,0.305,0.609,0.407
S1966,0.393,0.542,0.464
S1967,0.506,0.556,0.448
S1968,0.684,0.406,0.586
S1969,0.368,0.636,0.311
S1970,0.228,0.668,0.448
S1971,0.441,0.612,0.358
S1972,0.637,0.459,0.568
S1973,0.368,0.499,0.378
S1974,0.549,0.471,0.528
S1975,0.255,0.818,0.347
S1976,0.159,0.664,0.252
S1977,0.536,0.608,0.411
S1978,0.604,0.323,0.603
S1979,0.512,0.573,0.484
S1980,0.55,0.531,0.475
S1981,0.569,0.398,0.501
S1982,0.502,0.443,0.429
S1983,0.457,0.603,0.499
S1984,0.237,0.802,0.26
S1985,0.635,0.461,0.581
S1986,0.578,0.483,0.445
S1987,0.346,0.716,0.355
S1988,0.377,0.552,0.449
S1989,0.452,0.372,0.479
S1990,0.402,0.578,0.299
S1991,0.523,0.493,0.439
S1992,0.544,0.596,0.485
S1993,0.318,0.77,0.414
S1994,0.22,0.693,0.341
S1995,0.516,0.548,0.492
S1996,0.664,0.354,0.629
S1997,0.406,0.513,0.35
S1998,0.602,0.41,0.619
S1999,0.728,0.381,0.57
S2000,0.756,0.362,0.667
S2001,0.782,0.336,0.731
S2002,0.519,0.414,0.488
S2003,0.262,0.732,0.24
S2004,0.273,0.747,0.291
S2005,0.25,0.567,0.32
S2006,0.54,0.585,0.502
S2007,0.586,0.636,0.496
S2008,0.624,0.268,0.595
S2009,0.457,0.408,0.452
S2010,0.667,0.528,0.424
S2011,0.44,0.554,0.381
S2012,0.569,0.412,0.598
S2013,0.637,0.255,0.597
S2014,0.657,0.416,0.634
S2015,0.572,0.434,0.457
S2016,0.602,0.539,0.497
S2017,0.415,0.67,0.409
S2018,0.614,0.457,0.464
S2019,0.543,0.454,0.483
S2020,0.666,0.461,0.497
S2021,0.613,0.484,0.478
S2022,0.716,0.353,0.578
S2023,0.542,0.437,0.499
S2024,0.387,0.532,0.399
S2025,0.387,0.572,0.461
S2026,0.661,0.499,0.541
S2027,0.565,0.55,0.437
S2028,0.713,0.275,0.625
S2029,0.509,0.447,0.459
S2030,0.541,0.409,0.473
S2031,0.484,0.601,0.525
S2032,0.396,0.609,0.446
S2033,0.585,0.464,0.534
S2034,0.349,0.616,0.293
S2035,0.634,0.291,0.575
S2036,0.546,0.473,0.417
S2037,0.812,0.309,0.72
S2038,0.496,0.394,0.576
S2039,0.445,0.559,0.403
S2040,0.49,0.502,0.47
S2041,0.246,0.643,0.252
S2042,0.462,0.551,0.384
S2043,0.596,0.407,0.596
S2044,0.38,0.676,0.407
S2045,0.692,0.38,0.675
S2046,0.272,0.523,0.347
S2047,0.484,0.459,0.557
S2048,0.578,0.36,0.51
S2049,0.608,0.513,0.561
S2050,0.44,0.571,0.408
S2051,0.632,0.485,0.494
S2052,0.506,0.461,0.526
S2053,0.356,0.489,0.429
S2054,0.568,0.487,0.476
S2055,0.337,0.506,0.374
S2056,0.378,0.635,0.421
S2057,0.412,0.559,0.34
S2058,0.631,0.453,0.489
S2059,0.362,0.664,0.455
S2060,0.34,0.626,0.446
S2061,0.585,0.559,0.51
S2062,0.422,0.652,0.341
S2063,0.572,0.373,0.556
S2064,0.376,0.618,0.498
S2065,0.445,0.51,0.411
S2066,0.44,0.662,0.341
S2067,0.247,0.732,0.221
S2068,0.545,0.47,0.474
S2069,0.41,0.493,0.377
S2070,0.227,0.769,0.273
S2071,0.451,0.513,0.474
S2072,0.559,0.481,0.49
S2073,0.517,0.547,0.379
S2074,0.345,0.782,0.274
S2075,0.429,0.644,0.461
S2076,0.392,0.474,0.513
S2077,0.45,0.436,0.497
S2078,0.401,0.623,0.459
S2079,0.499,0.547,0.52
S2080,0.366,0.61,0.431
S2081,0.421,0.563,0.391
S2082,0.271,0.654,0.366
S2083,0.365,0.654,0.326
S2084,0.608,0.34,0.56
S2085,0.12,0.763,0.31
S2086,0.711,0.384,0.569
S2087,0.473,0.557,0.48
S2088,0.426,0.692,0.376
S2089,0.428,0.625,0.502
S2090,0.533,0.395,0.553
S2091,0.389,0.551,0.433
S2092,0.505,0.544,0.539
S2093,0.625,0.429,0.583
S2094,0.464,0.467,0.436
S2095,0.589,0.429,0.485
S2096,0.39,0.534,0.448
S2097,0.238,0.644,0.39
S2098,0.473,0.448,0.52
S2099,0.346,0.633,0.408
S2100,0.658,0.515,0.624
S2101,0.385,0.462,0.514
S2102,0.16,0.751,0.167
S2103,0.813,0.301,0.633
S2104,0.593,0.408,0.486
S2105,0.351,0.749,0.263
S2106,0.323,0.604,0.363
S2107,0.512,0.618,0.508
S2108,0.368,0.488,0.347
S2109,0.451,0.69,0.413
S2110,0.412,0.599,0.366
S2111,0.611,0.359,0.592
S2112,0.43,0.723,0.333
S2113,0.389,0.534,0.364
S2114,0.249,0.742,0.344
S2115,0.407,0.602,0.445
S2116,0.419,0.634,0.426
S2117,0.516,0.428,0.508
S2118,0.395,0.717,0.356
S2119,0.55,0.58,0.478
S2120,0.721,0.268,0.743
S2121,0.631,0.505,0.491
S2122,0.861,0.157,0.815
S2123,0.49,0.52,0.47
S2124,0.514,0.458,0.554
S2125,0.891,0.384,0.718
S2126,0.181,0.841,0.228
S2127,0.547,0.461,0.49
S2128,0.534,0.603,0.468
S2129,0.472,0.535,0.595
S2130,0.359,0.654,0.342
S2131,0.694,0.257,0.644
S2132,0.566,0.371,0.554
S2133,0.678,0.48,0.485
S2134,0.489,0.617,0.469
S2135,0.518,0.52,0.533
S2136,0.359,0.525,0.345
S2137,0.321,0.639,0.391
S2138,0.452,0.513,0.399
S2139,0.776,0.403,0.674
S2140,0.438,0.564,0.378
S2141,0.753,0.364,0.552
S2142,0.35,0.615,0.403
S2143,0.341,0.668,0.398
S2144,0.479,0.35,0.476
S2145,0.397,0.639,0.445
S2146,0.798,0.237,0.631
S2147,0.315,0.72,0.301
S2148,0.535,0.336,0.551
S2149,0.293,0.772,0.294
S2150,0.415,0.587,0.433
S2151,0.717,0.416,0.625
S2152,0.898,0.13,0.725
S2153,0.517,0.585,0.5
S2154,0.649,0.359,0.546
S2155,0.518,0.47,0.597
S2156,0.768,0.457,0.697
S2157,0.43,0.564,0.533
S2158,0.51,0.543,0.423
S2159,0.581,0.581,0.529
S2160,0.509,0.616,0.53
S2161,0.515,0.508,0.381
S2162,0.369,0.664,0.427
S2163,0.638,0.265,0.57
S2164,0.562,0.498,0.57
S2165,0.49,0.422,0.461
S2166,0.559,0.472,0.473
S2167,0.585,0.431,0.493
S2168,0.462,0.409,0.467
S2169,0.658,0.416,0.519
S2170,0.685,0.25,0.49
S2171,0.474,0.55,0.386
S2172,0.564,0.375,0.577
S2173,0.351,0.558,0.414
S2174,0.289,0.679,0.493
S2175,0.406,0.518,0.28
S2176,0.506,0.541,0.553
S2177,0.538,0.441,0.545
S2178,0.42,0.562,0.396
S2179,0.575,0.459,0.523
S2180,0.602,0.441,0.552
S2181,0.683,0.379,0.625
S2182,0.667,0.42,0.574
S2183,0.59,0.431,0.512
S2184,0.12,0.874,0.1
S2185,0.474,0.55,0.418
S2186,0.495,0.539,0.53
S2187,0.69,0.391,0.703
S2188,0.528,0.52,0.638
S2189,0.586,0.376,0.591
S2190,0.36,0.629,0.416
S2191,0.356,0.64,0.219
S2192,0.727,0.438,0.692
S2193,0.554,0.538,0.523
S2194,0.54,0.554,0.523
S2195,0.699,0.405,0.58
S2196,0.449,0.438,0.439
S2197,0.533,0.384,0.531
S2198,0.826,0.252,0.785
S2199,0.452,0.504,0.523
S2200,0.602,0.441,0.537
S2201,0.834,0.459,0.613
S2202,0.513,0.541,0.525
S2203,0.543,0.556,0.507
S2204,0.68,0.482,0.594
S2205,0.45,0.612,0.489
S2206,0.598,0.524,0.522
S2207,0.513,0.498,0.512
S2208,0.684,0.458,0.637
S2209,0.438,0.613,0.415
S2210,0.611,0.436,0.569
S2211,0.436,0.54,0.392
S2212,0.725,0.283,0.699
S2213,0.492,0.477,0.445
S2214,0.432,0.636,0.354
S2215,0.305,0.705,0.334
S2216,0.439,0.694,0.477
S2217,0.56,0.557,0.537
S2218,0.632,0.31,0.584
S2219,0.433,0.665,0.363
S2220,0.356,0.579,0.427
S2221,0.617,0.236,0.537
S2222,0.315,0.597,0.35
S2223,0.476,0.428,0.526
S2224,0.341,0.75,0.441
S2225,0.344,0.584,0.485
S2226,0.682,0.509,0.561
S2227,0.651,0.315,0.583
S2228,0.33,0.516,0.33
S2229,0.476,0.511,0.455
S2230,0.243,0.704,0.366
S2231,0.873,0.225,0.756
S2232,0.756,0.256,0.747
S2233,0.573,0.383,0.591
S2234,0.412,0.55,0.348
S2235,0.498,0.317,0.524
S2236,0.543,0.326,0.524
S2237,0.578,0.478,0.589
S2238,0.469,0.615,0.477
S2239,0.517,0.466,0.545
S2240,0.444,0.656,0.404
S2241,0.352,0.539,0.256
S2242,0.48,0.519,0.545
S2243,0.435,0.484,0.464
S2244,0.62,0.439,0.48
S2245,0.651,0.38,0.609
S2246,0.441,0.658,0.371
S2247,0.63,0.458,0.493
S2248,0.598,0.543,0.453
S2249,0.519,0.496,0.481
S2250,0.497,0.512,0.511
S2251,0.503,0.457,0.416
S2252,0.283,0.665,0.312
S2253,0.599,0.428,0.575
S2254,0.433,0.556,0.458
S2255,0.418,0.554,0.472
S2256,0.473,0.473,0.435
S2257,0.69,0.269,0.675
S2258,0.638,0.403,0.59
S2259,0.34,0.768,0.336
S2260,0.409,0.623,0.445
S2261,0.725,0.352,0.629
S2262,0.484,0.539,0.387
S2263,0.48,0.539,0.492
S2264,0.501,0.526,0.369
S2265,0.497,0.575,0.462
S2266,0.661,0.569,0.481
S2267,0.662,0.301,0.557
S2268,0.344,0.621,0.415
S2269,0.784,0.21,0.786
S2270,0.804,0.25,0.65
S2271,0.292,0.708,0.398
S2272,0.359,0.597,0.341
S2273,0.315,0.579,0.419
S2274,0.775,0.196,0.763
S2275,0.358,0.687,0.321
S2276,0.584,0.43,0.607
S2277,0.455,0.575,0.363
S2278,0.35,0.64,0.386
S2279,0.771,0.353,0.656
S2280,0.528,0.502,0.514
S2281,0.42,0.711,0.405
S2282,0.545,0.491,0.45
S2283,0.382,0.686,0.371
S2284,0.268,0.689,0.335
S2285,0.632,0.393,0.62
S2286,0.614,0.405,0.556
S2287,0.489,0.396,0.485
S2288,0.613,0.311,0.55
S2289,0.661,0.459,0.571
S2290,0.507,0.528,0.618
S2291,0.884,0.197,0.683
S2292,0.331,0.57,0.363
S2293,0.545,0.406,0.508
S2294,0.174,0.764,0.221
S2295,0.448,0.497,0.528
S2296,0.671,0.614,0.564
S2297,0.788,0.281,0.674
S2298,0.426,0.623,0.384
S2299,0.49,0.605,0.497
S2300,0.559,0.515,0.403
S2301,0.522,0.541,0.375
S2302,0.536,0.513,0.456
S2303,0.492,0.71,0.374
S2304,0.252,0.712,0.32
S2305,0.71,0.374,0.546
S2306,0.502,0.566,0.486
S2307,0.346,0.546,0.486
S2308,0.606,0.384,0.599
S2309,0.532,0.486,0.536
S2310,0.48,0.555,0.48
S2311,0.475,0.51,0.38
S2312,0.494,0.516,0.528
S2313,0.501,0.633,0.48
S2314,0.68,0.383,0.589
S2315,0.425,0.575,0.397
S2316,0.269,0.749,0.37
S2317,0.421,0.7,0.361
S2318,0.585,0.567,0.419
S2319,0.264,0.667,0.398
S2320,0.564,0.48,0.583
S2321,0.428,0.523,0.493
S2322,0.306,0.632,0.442
S2323,0.476,0.431,0.476
S2324,0.484,0.593,0.432
S2325,0.703,0.398,0.573
S2326,0.12,0.862,0.1
S2327,0.625,0.413,0.554
S2328,0.695,0.304,0.728
S2329,0.715,0.328,0.587
S2330,0.523,0.474,0.526
S2331,0.525,0.511,0.436
S2332,0.317,0.633,0.409
S2333,0.593,0.429,0.648
S2334,0.404,0.562,0.386
S2335,0.348,0.606,0.431
S2336,0.419,0.37,0.5
S2337,0.483,0.462,0.455
S2338,0.446,0.673,0.398
S2339,0.508,0.538,0.488
S2340,0.616,0.428,0.513
S2341,0.55,0.44,0.675
S2342,0.385,0.623,0.372
S2343,0.318,0.736,0.4
S2344,0.609,0.416,0.563
S2345,0.345,0.755,0.339
S2346,0.609,0.471,0.503
S2347,0.32,0.558,0.393
S2348,0.573,0.624,0.485
S2349,0.508,0.616,0.431
S2350,0.503,0.493,0.481
S2351,0.446,0.575,0.404
S2352,0.474,0.695,0.4
S2353,0.63,0.352,0.544
S2354,0.39,0.736,0.309
S2355,0.456,0.499,0.342
S2356,0.451,0.466,0.474
S2357,0.54,0.543,0.543
S2358,0.586,0.479,0.438
S2359,0.443,0.512,0.487
S2360,0.26,0.535,0.396
S2361,0.179,0.761,0.267
S2362,0.537,0.467,0.583
S2363,0.433,0.61,0.517
S2364,0.805,0.284,0.631
S2365,0.478,0.597,0.501
S2366,0.491,0.291,0.647
S2367,0.465,0.431,0.356
S2368,0.455,0.52,0.499
S2369,0.585,0.403,0.624
S2370,0.678,0.295,0.548
S2371,0.559,0.423,0.613
S2372,0.408,0.513,0.403
S2373,0.524,0.548,0.565
S2374,0.324,0.613,0.309
S2375,0.602,0.47,0.497
S2376,0.804,0.248,0.693
S2377,0.573,0.468,0.557
S2378,0.452,0.399,0.56
S2379,0.438,0.507,0.604
S2380,0.399,0.577,0.428
S2381,0.593,0.484,0.581
S2382,0.792,0.309,0.678
S2383,0.384,0.596,0.393
S2384,0.344,0.705,0.362
S2385,0.487,0.659,0.457
S2386,0.418,0.412,0.567
S2387,0.508,0.503,0.534
S2388,0.216,0.653,0.339
S2389,0.849,0.288,0.696
S2390,0.401,0.488,0.571
S2391,0.639,0.325,0.627
S2392,0.34,0.777,0.348
S2393,0.511,0.603,0.475
S2394,0.637,0.472,0.552
S2395,0.61,0.42,0.628
S2396,0.221,0.616,0.395
S2397,0.54,0.581,0.552
S2398,0.327,0.695,0.314
S2399,0.505,0.556,0.411
S2400,0.501,0.481,0.487
S2401,0.491,0.451,0.523
S2402,0.12,0.823,0.255
S2403,0.68,0.432,0.67
S2404,0.743,0.375,0.701
S2405,0.215,0.776,0.272
S2406,0.489,0.558,0.537
S2407,0.35,0.63,0.371
S2408,0.625,0.361,0.562
S2409,0.565,0.508,0.484
S2410,0.582,0.343,0.483
S2411,0.468,0.45,0.534
S2412,0.706,0.424,0.586
S2413,0.725,0.385,0.674
S2414,0.593,0.338,0.667
S2415,0.485,0.672,0.531
S2416,0.715,0.462,0.584
S2417,0.327,0.76,0.371
S2418,0.608,0.451,0.637
S2419,0.35,0.584,0.456
S2420,0.203,0.756,0.33
S2421,0.603,0.513,0.509
S2422,0.686,0.377,0.708
S2423,0.348,0.724,0.329
S2424,0.77,0.316,0.682
S2425,0.4,0.486,0.461
S2426,0.537,0.614,0.518
S2427,0.585,0.524,0.49
S2428,0.605,0.584,0.566
S2429,0.677,0.422,0.669
S2430,0.56,0.473,0.487
S2431,0.421,0.534,0.365
S2432,0.797,0.186,0.773
S2433,0.547,0.643,0.567
S2434,0.939,0.229,0.685
S2435,0.639,0.241,0.737
S2436,0.384,0.67,0.299
S2437,0.398,0.756,0.334
S2438,0.69,0.456,0.622
S2439,0.415,0.586,0.4
S2440,0.6,0.546,0.576
S2441,0.568,0.402,0.587
S2442,0.326,0.738,0.224
S2443,0.707,0.375,0.589
S2444,0.466,0.648,0.398
S2445,0.558,0.459,0.546
S2446,0.591,0.495,0.454
S2447,0.626,0.412,0.542
S2448,0.656,0.404,0.593
S2449,0.469,0.503,0.462
S2450,0.428,0.684,0.262
S2451,0.165,0.664,0.394
S2452,0.343,0.708,0.383
S2453,0.773,0.407,0.629
S2454,0.486,0.53,0.326
S2455,0.286,0.774,0.179
S2456,0.304,0.725,0.283
S2457,0.425,0.581,0.444
S2458,0.349,0.67,0.412
S2459,0.48,0.564,0.455
S2460,0.574,0.565,0.498
S2461,0.434,0.647,0.518
S2462,0.33,0.691,0.28
S2463,0.441,0.51,0.443
S2464,0.383,0.598,0.466
S2465,0.59,0.305,0.505
S2466,0.442,0.617,0.376
S2467,0.77,0.28,0.682
S2468,0.444,0.55,0.44
S2469,0.677,0.398,0.504
S2470,0.475,0.604,0.485
S2471,0.61,0.449,0.633
S2472,0.56,0.352,0.628
S2473,0.712,0.285,0.631
S2474,0.38,0.762,0.4
S2475,0.746,0.364,0.586
S2476,0.392,0.638,0.451
S2477,0.586,0.486,0.534
S2478,0.269,0.728,0.378
S2479,0.548,0.49,0.499
S2480,0.894,0.311,0.63
S2481,0.639,0.416,0.521
S2482,0.595,0.42,0.491
S2483,0.616,0.358,0.586
S2484,0.627,0.541,0.4
S2485,0.691,0.521,0.61
S2486,0.894,0.297,0.77
S2487,0.557,0.602,0.32
S2488,0.435,0.477,0.394
S2489,0.643,0.391,0.563
S2490,0.368,0.564,0.382
S2491,0.38,0.49,0.433
S2492,0.579,0.565,0.468
S2493,0.635,0.54,0.528
S2494,0.346,0.616,0.323
S2495,0.464,0.504,0.463
S2496,0.417,0.615,0.34
S2497,0.653,0.622,0.464
S2498,0.525,0.59,0.413
S2499,0.381,0.519,0.422
S2500,0.586,0.548,0.49
S2501,0.131,0.762,0.256
S2502,0.677,0.294,0.605
S2503,0.457,0.495,0.438
S2504,0.33,0.774,0.349
S2505,0.702,0.461,0.482
S2506,0.543,0.448,0.345
S2507,0.287,0.683,0.34
S2508,0.466,0.586,0.441
S2509,0.418,0.693,0.297
S2510,0.45,0.501,0.463
S2511,0.564,0.296,0.58
S2512,0.528,0.386,0.552
S2513,0.49,0.478,0.453
S2514,0.443,0.581,0.389
S2515,0.483,0.472,0.468
S2516,0.32,0.663,0.323
S2517,0.326,0.625,0.36
S2518,0.749,0.246,0.637
S2519,0.691,0.51,0.57
S2520,0.552,0.5,0.529
S2521,0.637,0.316,0.649
S2522,0.522,0.466,0.631
S2523,0.405,0.528,0.366
S2524,0.476,0.497,0.443
S2525,0.186,0.67,0.303
S2526,0.328,0.748,0.277
S2527,0.465,0.416,0.479
S2528,0.852,0.183,0.662
S2529,0.413,0.531,0.359
S2530,0.418,0.614,0.326
S2531,0.765,0.341,0.712
S2532,0.336,0.614,0.359
S2533,0.654,0.458,0.498
S2534,0.514,0.525,0.398
S2535,0.433,0.632,0.331
S2536,0.54,0.568,0.466
S2537,0.536,0.593,0.549
S2538,0.198,0.882,0.289
S2539,0.578,0.526,0.536
S2540,0.602,0.401,0.549
S2541,0.229,0.744,0.265
S2542,0.412,0.581,0.37
S2543,0.72,0.453,0.51
S2544,0.456,0.612,0.444
S2545,0.401,0.525,0.332
S2546,0.491,0.543,0.497
S2547,0.605,0.541,0.534
S2548,0.521,0.529,0.568
S2549,0.44,0.565,0.461
S2550,0.385,0.619,0.453
S2551,0.549,0.44,0.386
S2552,0.589,0.485,0.537
S2553,0.528,0.598,0.436
S2554,0.622,0.365,0.569
S2555,0.42,0.566,0.33
S2556,0.506,0.469,0.501
S2557,0.498,0.451,0.474
S2558,0.571,0.418,0.458
S2559,0.621,0.369,0.646
S2560,0.405,0.74,0.322
S2561,0.543,0.389,0.528
S2562,0.492,0.466,0.443
S2563,0.501,0.518,0.47
S2564,0.556,0.298,0.47
S2565,0.446,0.657,0.384
S2566,0.491,0.426,0.463
S2567,0.663,0.395,0.583
S2568,0.615,0.405,0.585
S2569,0.488,0.465,0.561
S2570,0.277,0.68,0.4
S2571,0.467,0.536,0.466
S2572,0.512,0.559,0.508
S2573,0.456,0.571,0.538
S2574,0.661,0.306,0.696
S2575,0.373,0.506,0.6
S2576,0.305,0.657,0.407
S2577,0.474,0.46,0.438
S2578,0.442,0.532,0.501
S2579,0.536,0.414,0.503
S2580,0.695,0.332,0.55
S2581,0.405,0.657,0.266
S2582,0.678,0.232,0.674
S2583,0.324,0.573,0.363
S2584,0.456,0.594,0.448
S2585,0.356,0.587,0.36
S2586,0.625,0.242,0.578
S2587,0.586,0.407,0.689
S2588,0.555,0.41,0.541
S2589,0.606,0.489,0.625
S2590,0.297,0.691,0.43
S2591,0.429,0.522,0.444
S2592,0.458,0.568,0.434
S2593,0.251,0.676,0.334
S2594,0.676,0.318,0.755
S2595,0.535,0.447,0.642
S2596,0.266,0.606,0.379
S2597,0.55,0.405,0.521
S2598,0.442,0.524,0.356
S2599,0.596,0.463,0.537
S2600,0.594,0.362,0.557
S2601,0.59,0.524,0.441
S2602,0.354,0.619,0.416
S2603,0.417,0.655,0.318
S2604,0.627,0.555,0.545
S2605,0.4,0.586,0.345
S2606,0.578,0.541,0.536
S2607,0.668,0.313,0.581
S2608,0.269,0.701,0.309
S2609,0.458,0.513,0.516
S2610,0.573,0.547,0.571
S2611,0.382,0.628,0.384
S2612,0.546,0.458,0.594
S2613,0.462,0.545,0.363
S2614,0.237,0.721,0.33
S2615,0.424,0.595,0.431
S2616,0.425,0.488,0.463
S2617,0.607,0.443,0.576
S2618,0.52,0.444,0.614
S2619,0.342,0.647,0.328
S2620,0.741,0.307,0.628
S2621,0.439,0.596,0.437
S2622,0.377,0.55,0.428
S2623,0.455,0.49,0.438
S2624,0.407,0.625,0.261
S2625,0.392,0.609,0.273
S2626,0.672,0.231,0.665
S2627,0.393,0.62,0.338
S2628,0.631,0.517,0.618
S2629,0.659,0.282,0.677
S2630,0.854,0.512,0.654
S2631,0.47,0.621,0.46
S2632,0.327,0.646,0.428
S2633,0.258,0.606,0.427
S2634,0.518,0.484,0.378
S2635,0.62,0.424,0.577
S2636,0.764,0.374,0.569
S2637,0.652,0.471,0.555
S2638,0.274,0.572,0.234
S2639,0.407,0.511,0.403
S2640,0.476,0.394,0.616
S2641,0.573,0.575,0.458
S2642,0.627,0.361,0.513
S2643,0.333,0.519,0.464
S2644,0.319,0.779,0.425
S2645,0.596,0.576,0.427
S2646,0.521,0.559,0.444
S2647,0.52,0.506,0.525
S2648,0.648,0.403,0.613
S2649,0.333,0.715,0.388
S2650,0.661,0.387,0.566
S2651,0.488,0.516,0.559
S2652,0.698,0.369,0.585
S2653,0.191,0.656,0.33
S2654,0.702,0.304,0.601
S2655,0.291,0.643,0.443
S2656,0.467,0.474,0.415
S2657,0.421,0.513,0.53
S2658,0.596,0.511,0.379
S2659,0.533,0.579,0.575
S2660,0.491,0.528,0.523
S2661,0.485,0.465,0.433
S2662,0.58,0.392,0.633
S2663,0.465,0.508,0.521
S2664,0.588,0.557,0.553
S2665,0.498,0.392,0.499
S2666,0.292,0.657,0.427
S2667,0.463,0.515,0.432
S2668,0.473,0.514,0.429
S2669,0.574,0.444,0.548
S2670,0.553,0.472,0.415
S2671,0.424,0.51,0.421
S2672,0.555,0.329,0.515
S2673,0.531,0.579,0.498
S2674,0.486,0.461,0.582
S2675,0.739,0.438,0.654
S2676,0.705,0.348,0.547
S2677,0.29,0.688,0.268
S2678,0.458,0.472,0.573
S2679,0.584,0.476,0.502
